x1,y1,z1,x2,y2,z2
9.67E+01,-4.50E+00,1.49E+01,1,2016613,2020041
9.64E+01,-4.94E+00,1.51E+01,1,2016613,2020421
9.85E+01,-5.85E+00,1.61E+01,1,2016614,2020799
9.70E+01,-5.65E+00,1.61E+01,1,2016614,2021177
9.84E+01,-4.90E+00,1.27E+01,1,2016615,2021555
9.76E+01,-4.41E+00,1.30E+01,1,2016615,2021935
9.73E+01,-9.08E+00,2.51E+01,1,2016616,2022313
9.80E+01,-7.43E+00,2.26E+01,1,2016616,2022692
5.80E+01,7.21E+01,-1.25E+01,3,2016617,2023072
5.58E+01,7.20E+01,-1.23E+01,3,2016617,2023449
9.65E+01,-5.29E+00,1.80E+01,1,2016618,2034810
9.63E+01,-7.15E+00,1.93E+01,1,2016618,2035190
9.76E+01,-7.08E+00,2.06E+01,1,2016619,2023826
9.84E+01,-9.00E+00,2.14E+01,1,2016619,2024205
9.97E+01,-5.13E+00,1.30E+01,1,2016620,2024584
9.80E+01,-3.32E+00,1.14E+01,1,2016620,2024963
9.78E+01,-5.29E+00,1.85E+01,1,2016621,2025343
9.81E+01,-7.78E+00,1.97E+01,1,2016621,2025721
9.89E+01,-4.85E+00,1.14E+01,1,2016622,2026100
9.96E+01,-4.57E+00,1.14E+01,1,2016622,2026477
9.48E+01,-3.85E+00,1.27E+01,1,2016623,2035567
9.73E+01,-4.21E+00,1.29E+01,1,2016623,2035944
9.65E+01,-7.80E+00,2.36E+01,1,2016624,2036324
9.74E+01,-3.49E+00,1.23E+01,1,2016625,2036704
9.70E+01,-4.32E+00,1.18E+01,1,2016625,2037084
9.86E+01,-4.31E+00,9.47E+00,1,2016626,2026854
9.90E+01,-3.84E+00,9.41E+00,1,2016626,2027234
9.77E+01,-5.68E+00,1.94E+01,1,2016627,2027611
9.74E+01,-7.37E+00,2.03E+01,1,2016627,2027990
9.67E+01,-4.87E+00,1.43E+01,1,2016628,2037461
9.65E+01,-4.27E+00,1.34E+01,1,2016628,2037841
9.54E+01,-6.10E+00,1.83E+01,1,2016629,2038219
9.63E+01,-6.87E+00,1.83E+01,1,2016629,2038596
9.76E+01,-4.85E+00,1.51E+01,1,2016630,2028368
9.73E+01,-6.04E+00,1.58E+01,1,2016630,2028748
9.26E+01,-1.63E+00,2.08E+01,2,2016631,2038975
9.57E+01,-3.80E+00,1.28E+01,1,2016632,2039353
9.69E+01,-4.35E+00,1.30E+01,1,2016632,2039733
9.31E+01,-8.93E+00,2.98E+01,1,2040112,2040148
9.41E+01,-9.97E+00,3.11E+01,1,2040112,2040528
8.49E+01,1.80E+01,5.08E+00,2,2040113,2040907
5.89E+01,7.02E+01,-1.05E+01,3,2040114,2041285
5.53E+01,7.35E+01,-1.29E+01,3,2040114,2041664
9.85E+01,-5.17E+00,1.45E+01,1,2040115,2053209
9.87E+01,-5.52E+00,1.33E+01,1,2040115,2053589
9.73E+01,-3.71E+00,1.07E+01,1,2040116,2053966
9.67E+01,-5.24E+00,1.17E+01,1,2040116,2054346
9.50E+01,-6.16E+00,1.60E+01,0,2040117,2042043
9.50E+01,-5.69E+00,1.52E+01,0,2040117,2042422
9.60E+01,-5.03E+00,1.67E+01,1,2040118,2042800
9.48E+01,-6.13E+00,1.74E+01,1,2040118,2043179
9.45E+01,-6.04E+00,1.92E+01,1,2040119,2043558
9.57E+01,-8.22E+00,1.89E+01,1,2040119,2043936
9.47E+01,-1.28E+01,3.46E+01,1,2040120,2044313
9.44E+01,-1.33E+01,3.38E+01,1,2040120,2044693
8.53E+01,2.77E+01,-1.69E+00,2,2040121,2054726
8.26E+01,2.83E+01,-3.19E+00,2,2040121,2055106
9.56E+01,-5.09E+00,1.44E+01,1,2040122,2055483
9.70E+01,-3.27E+00,1.15E+01,1,2040123,2056240
9.82E+01,-4.95E+00,1.24E+01,1,2040123,2056619
9.54E+01,-1.10E+01,2.89E+01,1,2040124,2045072
9.74E+01,-9.22E+00,2.74E+01,1,2040124,2045451
9.59E+01,-4.44E+00,1.42E+01,1,2040125,2045829
9.45E+01,-4.99E+00,1.37E+01,1,2040125,2046208
9.49E+01,-3.83E+00,1.38E+01,1,2040126,2046587
9.52E+01,-4.52E+00,1.45E+01,1,2040126,2046964
9.54E+01,-6.22E+00,1.80E+01,1,2040127,2047343
9.55E+01,-5.55E+00,1.75E+01,1,2040127,2047721
9.54E+01,-6.78E+00,2.29E+01,1,2040128,2048101
9.47E+01,-8.71E+00,2.46E+01,1,2040128,2048478
9.20E+01,-1.11E+01,3.25E+01,1,2040129,2048855
9.47E+01,-9.67E+00,3.29E+01,1,2040129,2049138
9.49E+01,5.33E+00,9.95E+00,2,2040130,2049518
9.30E+01,3.14E+00,1.07E+01,2,2040130,2049895
9.94E+01,-3.22E+00,9.63E+00,1,2040131,2056997
9.87E+01,-3.16E+00,1.02E+01,1,2040131,2057374
9.49E+01,-6.02E+00,2.32E+01,1,2040132,2057752
9.65E+01,-6.11E+00,2.49E+01,0,2040133,2058131
9.19E+01,-4.09E+00,2.41E+01,0,2040133,2058511
9.36E+01,4.02E+00,1.40E+01,2,2040134,2058888
9.84E+01,-4.20E+00,1.12E+01,1,2040135,2059268
9.42E+01,-7.48E+00,2.54E+01,1,2040136,2061165
9.42E+01,-6.40E+00,2.43E+01,1,2040136,2061544
9.66E+01,-5.65E+00,1.65E+01,1,2040137,2061923
9.58E+01,-4.44E+00,1.36E+01,1,2040137,2062302
9.62E+01,-5.12E+00,1.79E+01,0,2040138,2059648
9.47E+01,-4.12E+00,1.86E+01,0,2040138,2060028
9.73E+01,-4.39E+00,1.14E+01,1,2040139,2060405
9.60E+01,-5.52E+00,1.61E+01,1,2040140,2062679
9.77E+01,-5.49E+00,1.89E+01,1,2040141,2063438
9.67E+01,-4.17E+00,1.37E+01,1,2040142,2060785
9.56E+01,-4.48E+00,1.61E+01,1,2040143,2063816
9.56E+01,-3.70E+00,1.37E+01,1,2040143,2064196
9.68E+01,-4.81E+00,1.55E+01,1,2040144,2050275
9.61E+01,-4.09E+00,1.41E+01,1,2040144,2050655
9.65E+01,-2.89E+00,1.31E+01,1,2040145,2051034
9.67E+01,-5.11E+00,1.47E+01,1,2040145,2051412
9.76E+01,-9.36E+00,2.66E+01,1,2040146,2051791
9.54E+01,-8.78E+00,2.56E+01,1,2040146,2052169
9.74E+01,-4.64E+00,1.46E+01,1,2040147,2052549
9.64E+01,-4.79E+00,1.40E+01,1,2040147,2052832
9.93E+01,-3.55E+00,1.18E+01,1,2064573,2069152
9.89E+01,-4.32E+00,1.13E+01,1,2064573,2069531
9.45E+01,-9.17E+00,2.91E+01,1,2064574,2069908
9.84E+01,-3.67E+00,1.40E+01,1,2064575,2064605
9.68E+01,-3.73E+00,1.44E+01,1,2064575,2064984
9.85E+01,-3.18E+00,1.35E+01,1,2064576,2065361
9.81E+01,-4.38E+00,1.44E+01,1,2064576,2065741
9.80E+01,-6.47E+00,1.98E+01,1,2064577,2066118
9.74E+01,-4.73E+00,1.36E+01,1,2064578,2070287
9.82E+01,-5.76E+00,1.45E+01,1,2064578,2070667
9.65E+01,-7.93E+00,2.43E+01,1,2064580,2071802
9.58E+01,-7.42E+00,2.42E+01,1,2064580,2072181
9.89E+01,-5.20E+00,1.45E+01,1,2064581,2072559
9.67E+01,-4.49E+00,1.47E+01,1,2064581,2072938
9.72E+01,-8.06E+00,1.95E+01,1,2064582,2073316
9.69E+01,-6.06E+00,1.86E+01,0,2064583,2073696
9.67E+01,-6.75E+00,1.81E+01,0,2064583,2074074
9.73E+01,-8.52E+00,2.29E+01,1,2064584,2074453
9.69E+01,-6.58E+00,2.19E+01,1,2064584,2074832
9.72E+01,-5.29E+00,1.67E+01,1,2064586,2066498
9.69E+01,-3.47E+00,1.48E+01,1,2064586,2066877
9.63E+01,-3.91E+00,1.53E+01,1,2064587,2067255
9.75E+01,-4.54E+00,1.53E+01,1,2064587,2067635
9.57E+01,-3.66E+00,1.51E+01,2,2064588,2075969
9.62E+01,-2.15E+00,1.42E+01,2,2064588,2076347
9.74E+01,-6.00E+00,1.61E+01,1,2064589,2076724
9.89E+01,-6.62E+00,1.76E+01,1,2064589,2077104
9.75E+01,-4.87E+00,1.38E+01,1,2064590,2077481
9.71E+01,-5.70E+00,1.36E+01,1,2064590,2077859
9.51E+01,-4.09E+00,2.04E+01,2,2064591,2078238
9.55E+01,-5.80E+00,2.06E+01,2,2064591,2078616
7.54E+01,4.21E+01,-3.57E-01,3,2064592,2078995
7.72E+01,4.14E+01,8.38E-01,3,2064592,2079374
8.39E+01,2.94E+01,2.22E+00,3,2064593,2079752
8.00E+01,2.85E+01,2.24E+00,3,2064593,2080131
7.21E+01,4.80E+01,-5.38E+00,3,2064594,2080509
7.31E+01,5.01E+01,-7.16E+00,3,2064594,2080889
9.96E+01,-4.89E+00,1.20E+01,1,2064595,2081268
9.68E+01,-4.21E+00,1.31E+01,1,2064595,2081646
9.72E+01,-5.64E+00,1.91E+01,1,2064596,2082023
9.75E+01,-7.72E+00,2.14E+01,1,2064596,2082403
9.57E+01,-7.67E+00,2.25E+01,1,2064597,2082781
9.61E+01,-5.96E+00,2.10E+01,1,2064597,2083159
9.87E+01,-7.25E+00,1.97E+01,1,2064598,2083537
9.73E+01,-6.18E+00,1.80E+01,1,2064598,2083914
9.70E+01,-5.99E+00,1.83E+01,0,2064599,2084294
9.74E+01,-7.24E+00,2.24E+01,1,2064600,2068012
9.54E+01,-8.60E+00,2.95E+01,0,2064601,2068392
9.59E+01,-6.40E+00,2.63E+01,0,2064602,2068772
9.35E+01,-6.49E+00,2.11E+01,1,2064603,2086962
9.23E+01,-4.60E+00,2.12E+01,1,2064603,2087341
9.49E+01,-6.54E+00,2.14E+01,1,2084674,2087719
9.49E+01,-5.06E+00,2.10E+01,1,2084674,2088099
9.43E+01,-5.16E+00,1.87E+01,1,2084675,2088476
9.66E+01,-4.88E+00,1.79E+01,1,2084675,2088856
9.37E+01,-5.71E+00,2.34E+01,1,2084676,2089233
5.60E+01,7.27E+01,-1.45E+01,3,2084677,2089613
5.79E+01,7.25E+01,-1.43E+01,3,2084677,2089990
8.92E+01,-3.57E+00,2.36E+01,2,2084678,2090370
9.00E+01,-2.51E+00,2.32E+01,2,2084678,2090750
9.45E+01,-2.77E+00,1.27E+01,0,2084679,2084691
9.48E+01,-3.56E+00,1.29E+01,0,2084679,2085070
9.54E+01,-5.64E+00,2.22E+01,0,2084680,2085448
9.42E+01,-6.38E+00,2.34E+01,0,2084680,2085828
9.45E+01,-2.69E+00,1.64E+01,1,2084681,2086205
9.31E+01,-2.14E+00,1.68E+01,1,2084681,2086585
8.34E+01,-1.58E+00,3.91E+01,2,2084682,2091127
8.45E+01,-2.22E+00,4.15E+01,2,2084682,2091507
9.56E+01,-3.14E+00,1.51E+01,1,2084683,2091884
9.61E+01,-4.47E+00,1.63E+01,1,2084683,2092264
9.39E+01,-5.56E+00,2.37E+01,1,2084684,2092643
9.52E+01,-6.86E+00,2.28E+01,1,2084684,2093020
9.44E+01,-4.93E+00,1.98E+01,0,2084685,2093398
9.40E+01,-4.47E+00,1.99E+01,0,2084685,2093777
9.48E+01,-5.94E+00,1.99E+01,1,2084686,2094155
9.31E+01,-5.36E+00,2.08E+01,1,2084687,2094535
9.48E+01,-3.50E+00,1.43E+01,1,2084688,2094914
9.48E+01,-5.12E+00,1.80E+01,1,2084689,2095292
9.36E+01,-2.75E+00,2.31E+01,1,2084690,2095672
9.40E+01,-7.36E+00,2.59E+01,1,2131148,2131181
9.79E+01,-4.82E+00,1.24E+01,1,2131149,2131559
9.57E+01,-3.50E+00,1.06E+01,1,2131149,2131938
9.65E+01,-4.47E+00,1.19E+01,1,2131150,2132317
9.50E+01,-4.18E+00,1.29E+01,1,2131150,2132695
9.45E+01,-4.32E+00,2.33E+01,1,2131151,2137243
9.72E+01,-4.77E+00,1.17E+01,1,2131152,2133075
9.60E+01,-3.57E+00,1.03E+01,1,2131152,2133452
9.44E+01,-6.40E+00,2.13E+01,1,2131153,2137621
9.23E+01,-5.32E+00,2.09E+01,1,2131153,2138000
9.55E+01,-9.11E+00,2.24E+01,1,2131154,2133832
9.51E+01,-8.24E+00,2.28E+01,1,2131154,2134212
9.66E+01,-4.66E+00,1.34E+01,1,2131155,2138381
9.74E+01,-2.82E+00,1.30E+01,1,2131155,2138759
9.77E+01,-3.69E+00,1.26E+01,1,2131156,2139137
9.57E+01,-3.61E+00,1.35E+01,1,2131156,2139517
9.66E+01,-5.73E+00,1.60E+01,1,2131157,2139896
9.70E+01,-4.50E+00,1.76E+01,1,2131157,2140274
9.63E+01,-3.71E+00,1.24E+01,1,2131158,2140653
9.74E+01,-4.34E+00,1.32E+01,1,2131158,2141031
9.47E+01,-5.67E+00,1.91E+01,1,2131159,2134589
9.56E+01,-7.03E+00,1.87E+01,1,2131159,2134969
9.46E+01,-7.76E+00,2.36E+01,1,2131160,2141408
9.64E+01,-5.40E+00,2.16E+01,1,2131160,2141788
8.16E+01,2.01E+01,1.40E+01,3,2131161,2135346
7.80E+01,2.91E+01,8.30E+00,3,2131161,2135726
9.38E+01,-5.04E+00,2.21E+01,1,2131162,2142166
9.62E+01,-5.88E+00,2.18E+01,1,2131162,2142545
9.67E+01,-5.43E+00,1.56E+01,1,2131163,2142922
9.64E+01,-4.70E+00,1.80E+01,1,2131164,2143302
9.59E+01,-4.97E+00,1.71E+01,1,2131164,2143682
8.89E+01,-3.18E+00,2.95E+01,2,2131165,2144060
9.05E+01,-4.17E+00,2.99E+01,2,2131165,2144439
9.38E+01,-5.12E+00,1.87E+01,1,2131166,2136104
9.32E+01,-6.03E+00,2.94E+01,1,2131167,2144818
9.36E+01,-6.78E+00,2.79E+01,1,2131167,2145196
9.59E+01,-2.58E+00,7.53E+00,1,2131168,2145576
9.72E+01,-3.34E+00,9.86E+00,1,2131168,2145953
9.62E+01,-3.59E+00,1.19E+01,1,2131169,2146333
9.75E+01,-4.85E+00,1.39E+01,1,2131169,2146711
9.68E+01,-3.58E+00,1.14E+01,1,2131170,2147091
9.76E+01,-3.98E+00,1.20E+01,1,2131170,2147468
9.77E+01,-2.57E+00,8.14E+00,1,2131171,2147847
9.79E+01,-3.59E+00,9.56E+00,1,2131171,2148225
9.28E+01,-7.43E+00,2.88E+01,0,2131172,2136482
9.87E+01,-4.52E+00,1.34E+01,1,2131173,2148604
9.84E+01,-4.97E+00,1.23E+01,1,2131174,2148984
6.41E+01,7.03E+01,-1.32E+01,3,2131175,2149363
9.68E+01,-5.74E+00,1.48E+01,1,2131176,2149741
9.46E+01,-7.59E+00,2.16E+01,1,2131177,2136861
4.94E+01,7.82E+01,-9.45E+00,3,2131178,2150120
9.87E+01,-5.11E+00,9.70E+00,1,2131179,2150499
9.71E+01,-6.43E+00,1.59E+01,1,2131180,2150878
9.60E+01,-4.71E+00,1.74E+01,1,2151261,2151276
9.57E+01,-4.08E+00,1.85E+01,1,2151261,2151656
9.10E+01,9.85E+00,6.19E+00,2,2151262,2152034
9.01E+01,1.04E+01,6.63E+00,2,2151262,2152413
9.64E+01,-5.76E+00,1.63E+01,1,2151263,2152792
9.78E+01,-2.80E+00,9.43E+00,1,2151264,2153171
9.88E+01,-3.92E+00,9.38E+00,1,2151264,2153550
9.74E+01,-4.04E+00,1.10E+01,1,2151265,2153929
9.68E+01,-4.87E+00,1.30E+01,1,2151265,2154308
6.82E+01,5.89E+01,-1.21E+01,3,2151266,2154687
6.86E+01,6.41E+01,-1.31E+01,3,2151266,2155066
9.80E+01,-6.66E+00,1.96E+01,0,2151267,2155445
9.71E+01,-5.81E+00,1.87E+01,0,2151267,2155823
9.64E+01,-6.71E+00,2.17E+01,1,2151268,2156202
9.69E+01,-4.12E+00,1.52E+01,1,2151269,2156581
9.74E+01,-5.12E+00,1.47E+01,1,2151269,2156960
9.63E+01,-5.31E+00,2.24E+01,0,2151270,2157339
9.60E+01,-4.36E+00,2.39E+01,0,2151270,2157718
9.63E+01,-5.56E+00,2.07E+01,1,2151271,2158095
9.32E+01,-5.35E+00,2.04E+01,1,2151271,2158472
6.60E+01,5.86E+01,-6.80E+00,3,2151272,2158850
6.71E+01,5.73E+01,-9.81E+00,3,2151272,2159229
9.62E+01,-5.32E+00,1.49E+01,1,2151273,2159607
1.04E+02,-4.88E+00,2.77E+01,1,2151274,2159987
9.75E+01,-7.85E+00,2.24E+01,1,2151274,2160366
7.42E+01,4.66E+01,-8.57E+00,3,2151275,2160744
9.54E+01,-6.36E+00,2.19E+01,1,2158849,2161124
9.70E+01,-2.10E+00,1.23E+01,1,2161504,2177335
9.69E+01,-2.86E+00,1.14E+01,1,2161504,2177714
9.52E+01,-4.15E+00,1.94E+01,1,2161505,2178093
9.46E+01,-3.00E+00,1.98E+01,1,2161505,2178470
9.50E+01,-7.96E+00,2.14E+01,1,2161507,2166451
9.66E+01,-7.04E+00,2.22E+01,1,2161507,2166831
9.69E+01,-4.87E+00,1.21E+01,0,2161508,2167208
9.54E+01,-3.42E+00,1.09E+01,0,2161508,2167587
9.66E+01,-6.94E+00,1.66E+01,1,2161509,2167967
9.56E+01,-4.74E+00,1.54E+01,1,2161509,2168345
9.80E+01,-6.32E+00,1.72E+01,1,2161510,2168723
9.79E+01,-4.91E+00,1.70E+01,1,2161510,2169101
9.57E+01,-9.19E+00,2.46E+01,1,2161511,2169479
9.48E+01,-6.95E+00,2.45E+01,1,2161511,2169859
9.46E+01,-4.37E+00,2.08E+01,0,2161512,2170236
9.58E+01,-6.64E+00,2.16E+01,0,2161512,2170616
9.71E+01,-4.48E+00,1.55E+01,1,2161513,2170993
9.62E+01,-5.08E+00,1.63E+01,1,2161513,2171373
9.57E+01,-6.50E+00,1.91E+01,1,2161514,2171750
9.53E+01,-5.48E+00,1.97E+01,1,2161514,2172130
9.28E+01,-3.54E+00,1.93E+01,0,2161515,2172507
9.23E+01,-4.22E+00,1.93E+01,0,2161515,2172887
9.48E+01,-4.93E+00,2.05E+01,2,2161516,2161529
9.34E+01,-3.96E+00,2.08E+01,2,2161516,2161909
9.56E+01,-4.10E+00,1.46E+01,1,2161517,2162286
9.79E+01,-4.80E+00,1.46E+01,1,2161517,2162665
8.70E+01,2.48E+00,4.09E+01,3,2161518,2163043
8.70E+01,3.46E+00,3.74E+01,3,2161518,2163423
9.60E+01,-6.90E+00,1.90E+01,1,2161519,2163800
9.44E+01,-6.38E+00,1.96E+01,1,2161519,2164180
9.45E+01,-8.37E+00,2.32E+01,1,2161520,2164557
9.56E+01,-1.00E+01,2.39E+01,1,2161520,2164937
9.59E+01,-5.69E+00,1.82E+01,1,2161521,2165314
9.36E+01,-4.92E+00,1.79E+01,1,2161521,2165694
9.41E+01,-5.35E+00,2.16E+01,1,2161522,2173264
9.37E+01,-6.64E+00,2.26E+01,1,2161522,2173643
9.59E+01,-4.03E+00,1.40E+01,0,2161523,2174021
9.55E+01,-3.93E+00,1.24E+01,0,2161523,2174401
9.46E+01,-3.92E+00,1.57E+01,1,2161524,2174778
9.60E+01,-5.27E+00,1.72E+01,1,2161524,2175158
9.56E+01,-4.80E+00,1.44E+01,1,2161525,2175537
9.59E+01,-5.45E+00,1.47E+01,1,2161525,2175915
9.36E+01,-4.48E+00,2.74E+01,1,2161526,2176294
9.65E+01,-4.85E+00,1.51E+01,1,2161527,2176579
9.46E+01,-4.64E+00,1.59E+01,1,2161527,2176957
9.66E+01,-9.15E+00,2.24E+01,1,2161528,2166073
9.80E+01,-4.45E+00,1.46E+01,1,2179511,2196222
9.79E+01,-4.66E+00,1.64E+01,1,2179511,2196599
9.70E+01,-5.30E+00,1.50E+01,1,2179512,2196976
9.08E+01,6.91E-01,1.46E+01,0,2179513,2179553
9.50E+01,-1.86E+00,1.52E+01,0,2179513,2179930
9.46E+01,-7.19E+00,2.15E+01,0,2179514,2188270
9.48E+01,-6.27E+00,2.12E+01,0,2179514,2188649
9.74E+01,-3.90E+00,1.21E+01,1,2179515,2197735
9.79E+01,-4.61E+00,1.43E+01,1,2179515,2198113
9.40E+01,-4.47E+00,2.09E+01,1,2179516,2180308
9.33E+01,-3.37E+00,2.09E+01,1,2179516,2180687
9.49E+01,-5.01E+00,1.77E+01,1,2179517,2181067
9.36E+01,-2.63E+00,2.60E+01,0,2179518,2198492
9.44E+01,-2.96E+00,2.55E+01,0,2179518,2198870
9.41E+01,-7.32E+00,2.69E+01,1,2179519,2181445
9.29E+01,-5.76E+00,2.71E+01,1,2179519,2181824
5.86E+01,7.43E+01,-1.38E+01,3,2179520,2199247
5.74E+01,7.77E+01,-1.47E+01,3,2179520,2199627
9.76E+01,-3.94E+00,1.38E+01,1,2179521,2200007
9.88E+01,-5.22E+00,1.31E+01,1,2179521,2200384
8.52E+01,1.66E+01,6.32E+00,2,2179522,2182204
8.52E+01,2.55E+01,3.26E+00,2,2179522,2182583
9.25E+01,-6.78E+00,2.58E+01,0,2179523,2187512
9.55E+01,-6.56E+00,2.33E+01,0,2179523,2187890
8.08E+01,3.46E+01,-3.81E+00,3,2179524,2182961
8.31E+01,2.90E+01,-1.84E+00,3,2179524,2183340
9.76E+01,-5.49E+00,1.88E+01,1,2179525,2183718
9.60E+01,-8.68E+00,2.45E+01,1,2179526,2184098
9.45E+01,-8.38E+00,2.38E+01,1,2179527,2189027
9.41E+01,-8.59E+00,2.35E+01,1,2179527,2189406
9.78E+01,-5.34E+00,1.38E+01,1,2179528,2200670
9.50E+01,-3.95E+00,1.15E+01,1,2179529,2201049
9.68E+01,-7.50E+00,1.75E+01,1,2179530,2189785
5.73E+01,7.18E+01,-9.33E+00,3,2179531,2184475
9.42E+01,-5.31E+00,1.74E+01,1,2179532,2190163
9.67E+01,-7.18E+00,1.86E+01,1,2179532,2190543
6.53E+01,5.66E+01,-8.88E+00,3,2179533,2190920
6.66E+01,5.98E+01,-8.69E+00,3,2179533,2191300
9.04E+01,-5.92E+00,3.61E+01,2,2179534,2191678
9.18E+01,-8.01E+00,3.52E+01,2,2179534,2192057
9.67E+01,-6.73E+00,1.87E+01,1,2179535,2192436
9.57E+01,-7.47E+00,1.76E+01,1,2179535,2192814
9.43E+01,-4.95E+00,1.86E+01,1,2179536,2193194
9.62E+01,-6.60E+00,1.88E+01,1,2179536,2193571
7.60E+01,4.11E+01,-2.66E+00,3,2179537,2193951
7.55E+01,4.41E+01,-2.97E+00,3,2179537,2194329
7.06E+01,5.54E+01,-6.73E+00,3,2179538,2184855
7.01E+01,5.19E+01,-5.77E+00,3,2179538,2185233
8.97E+01,-1.15E+01,3.73E+01,0,2179539,2194708
8.84E+01,-1.06E+01,3.91E+01,0,2179539,2195088
9.79E+01,-5.68E+00,1.52E+01,1,2179540,2201427
9.84E+01,-5.68E+00,1.46E+01,1,2179540,2201807
9.82E+01,-5.05E+00,1.21E+01,1,2179541,2202185
9.65E+01,-3.41E+00,1.06E+01,1,2179541,2202564
8.20E+01,3.15E+01,-6.94E-01,3,2179542,2202850
8.17E+01,2.87E+01,1.01E+00,3,2179542,2203227
9.81E+01,-4.16E+00,1.45E+01,1,2179543,2203607
9.63E+01,-4.60E+00,1.28E+01,1,2179543,2203987
9.65E+01,-3.65E+00,1.30E+01,1,2179544,2204364
9.71E+01,-2.43E+00,8.56E+00,1,2179544,2204744
9.44E+01,-6.05E+00,2.07E+01,1,2179545,2195465
9.52E+01,-7.45E+00,1.81E+01,1,2179546,2195845
7.10E+01,5.20E+01,-9.63E+00,3,2179547,2185612
7.11E+01,5.37E+01,-7.44E+00,3,2179547,2185992
9.89E+01,-5.24E+00,1.14E+01,1,2179548,2205122
9.15E+01,1.22E+01,2.69E+00,0,2179549,2205501
9.17E+01,-5.02E+00,3.49E+01,0,2179550,2186369
9.37E+01,-5.20E+00,2.06E+01,1,2179551,2186748
9.38E+01,-1.28E+01,3.79E+01,1,2179552,2187126
9.12E+01,1.60E+00,1.95E+01,2,2205881,2211115
8.91E+01,1.69E+00,1.96E+01,2,2205881,2211493
9.23E+01,-3.36E+00,3.00E+01,2,2205882,2213768
9.38E+01,-9.06E-01,3.00E+01,2,2205882,2214145
9.37E+01,-5.16E+00,3.38E+01,2,2205883,2214525
9.17E+01,-3.83E+00,3.24E+01,2,2205883,2214904
9.40E+01,-5.93E+00,2.28E+01,2,2205884,2215947
9.56E+01,-7.54E+00,2.33E+01,2,2205884,2216325
9.39E+01,-5.21E+00,2.43E+01,1,2205885,2215188
9.41E+01,-4.33E+00,2.38E+01,1,2205885,2215568
9.53E+01,-6.59E+00,2.23E+01,1,2205886,2216704
9.62E+01,-7.43E+00,2.40E+01,1,2205886,2217084
9.37E+01,-6.43E+00,2.29E+01,1,2205887,2217462
9.43E+01,-6.79E+00,2.32E+01,1,2205887,2217839
9.37E+01,-5.63E+00,2.33E+01,1,2205888,2218218
9.41E+01,-7.32E+00,2.43E+01,1,2205888,2218596
9.21E+01,-2.86E+00,1.75E+01,2,2205889,2218973
9.30E+01,-1.58E+00,1.58E+01,2,2205889,2219353
9.49E+01,-7.25E+00,2.35E+01,0,2205890,2219732
9.56E+01,-8.44E+00,2.40E+01,0,2205890,2220110
9.54E+01,-6.33E+00,1.82E+01,1,2205891,2220487
9.55E+01,-4.97E+00,1.92E+01,1,2205891,2220867
9.77E+01,-5.09E+00,1.92E+01,0,2205892,2205908
9.52E+01,-5.14E+00,1.97E+01,0,2205892,2206288
9.81E+01,-5.67E+00,1.51E+01,1,2205893,2206665
9.62E+01,-3.79E+00,1.41E+01,1,2205893,2207045
9.35E+01,-6.55E+00,2.46E+01,1,2205894,2207422
9.68E+01,-2.35E+00,1.20E+01,1,2205895,2221246
9.75E+01,-3.71E+00,1.27E+01,1,2205895,2221624
7.08E+01,6.14E+01,-1.59E+01,3,2205896,2211873
6.90E+01,6.35E+01,-1.43E+01,3,2205896,2212252
5.74E+01,7.24E+01,-1.60E+01,3,2205897,2212630
9.58E+01,-4.12E+00,1.57E+01,1,2205898,2213011
9.74E+01,-3.80E+00,1.53E+01,1,2205898,2213390
9.57E+01,-5.47E+00,1.95E+01,1,2205899,2222003
9.30E+01,-5.01E+00,1.96E+01,1,2205899,2222381
9.51E+01,-5.25E+00,1.96E+01,1,2205900,2207802
9.52E+01,-4.34E+00,1.92E+01,1,2205900,2208179
9.50E+01,-4.08E+00,1.34E+01,1,2205901,2208559
9.69E+01,-4.75E+00,1.40E+01,1,2205901,2208939
9.64E+01,-4.47E+00,1.42E+01,0,2205902,2209316
9.50E+01,-3.66E+00,1.32E+01,0,2205902,2209696
9.39E+01,-4.52E+00,1.85E+01,1,2205903,2222760
9.75E+01,-7.39E+00,2.05E+01,1,2205903,2223138
9.69E+01,-4.12E+00,1.27E+01,1,2205904,2223516
9.63E+01,-2.84E+00,1.26E+01,1,2205904,2223895
9.30E+01,-2.96E+00,1.23E+01,1,2205905,2224273
9.55E+01,-3.36E+00,1.29E+01,1,2205905,2224652
8.90E+01,-6.00E+00,3.08E+01,2,2205906,2210073
9.02E+01,-5.69E+00,3.08E+01,2,2205906,2210452
9.39E+01,-5.22E+00,2.22E+01,1,2205907,2210830
9.72E+01,-5.19E+00,1.44E+01,1,2225090,2232975
9.73E+01,-4.65E+00,1.42E+01,1,2225090,2233353
9.68E+01,-4.87E+00,1.57E+01,1,2225091,2233732
9.59E+01,-5.43E+00,1.62E+01,1,2225091,2234111
9.45E+01,-1.53E+00,1.22E+01,0,2225092,2225119
9.48E+01,-1.67E+00,1.10E+01,0,2225092,2225499
9.48E+01,-8.61E+00,2.53E+01,0,2225093,2225876
9.46E+01,-5.92E+00,2.40E+01,0,2225093,2226162
9.30E+01,-6.21E+00,2.45E+01,2,2225094,2226539
9.12E+01,-4.76E+00,2.34E+01,2,2225094,2226918
9.63E+01,-7.03E+00,2.09E+01,1,2225095,2227296
